,propertyName,amenitytype,amenity
5369,Aura West Seattle,Features,"•
Washer/Dryer - In Unit"
5370,Aura West Seattle,Features,"•
Heating"
5371,Aura West Seattle,Features,"•
Smoke Free"
5372,Aura West Seattle,Features,"•
Cable Ready"
5373,Aura West Seattle,Features,"•
Tub/Shower"
5374,Aura West Seattle,Features,"•
Sprinkler System"
5375,Aura West Seattle,Kitchen,"•
Dishwasher"
5376,Aura West Seattle,Kitchen,"•
Disposal"
5377,Aura West Seattle,Kitchen,"•
Stainless Steel Appliances"
5378,Aura West Seattle,Kitchen,"•
Pantry"
5379,Aura West Seattle,Kitchen,"•
Island Kitchen"
5380,Aura West Seattle,Kitchen,"•
Microwave"
5381,Aura West Seattle,Kitchen,"•
Oven"
5382,Aura West Seattle,Kitchen,"•
Range"
5383,Aura West Seattle,Kitchen,"•
Refrigerator"
5384,Aura West Seattle,Living Space,"•
Hardwood Floors"
5385,Aura West Seattle,Security,"•
Package Service"
5386,Aura West Seattle,Security,"•
Controlled Access"
5387,Aura West Seattle,Security,"•
Property Manager on Site"
5388,Aura West Seattle,Security,"•
Video Patrol"
5389,Leeward,Unique Features,"•
Arcade with billiards, shuffleboard, skeet ..."
5390,Leeward,Unique Features,"•
Balcony"
5391,Leeward,Unique Features,"•
Bike wash and storage"
5392,Leeward,Unique Features,"•
Dryer"
5393,Leeward,Unique Features,"•
Dryer Only"
5394,Leeward,Unique Features,"•
Eco-friendly features including ENERGY STAR ..."
5395,Leeward,Unique Features,"•
EV charging stations"
5396,Leeward,Unique Features,"•
Expansive Rooftop Deck with amazing lake ..."
5397,Leeward,Unique Features,"•
Flat Panel Cabinetry"
5398,Leeward,Unique Features,"•
Front loading washer/dryer"
5399,Leeward,Unique Features,"•
Online Rent Payments"
5400,Leeward,Unique Features,"•
Patio/Balcony"
5401,Leeward,Unique Features,"•
Pet Spa and rooftop Bark Park"
5402,Leeward,Unique Features,"•
Quartz Countertops"
5403,Leeward,Unique Features,"•
Recreation Room"
5404,Leeward,Unique Features,"•
Sky lounge arcade"
5405,Leeward,Unique Features,"•
Stainless Steel"
5406,Leeward,Unique Features,"•
Stainless Steel Appliances"
5407,Leeward,Unique Features,"•
Stainless steel sink"
5408,Leeward,Unique Features,"•
Studio, one and two bedroom floor plans"
5409,Leeward,Unique Features,"•
The Yard outdoor gaming with bocce, cornhole ..."
5410,Leeward,Unique Features,"•
Tile Backsplash"
5411,Leeward,Unique Features,"•
Washer"
5412,Leeward,Unique Features,"•
Washer Only"
5413,Leeward,Pet Policy,"•
$250 Deposit"
5414,Leeward,Pet Policy,"•
$50 Monthly Pet Rent"
5415,Leeward,Pet Policy,"•
2 Pet Limit"
5416,Leeward,Property Information,"•
Built in 2017"
5417,Leeward,Property Information,"•
296 Units/11 Stories"
5418,Leeward,Lease Length,None
5419,Leeward,Services,"•
Maintenance on site"
5420,Leeward,Services,"•
24 Hour Availability"
5421,Leeward,Services,"•
On-Site Retail"
5422,Leeward,Services,"•
Dry Cleaning Service"
5423,Leeward,Services,"•
Public Transportation"
5424,Leeward,Interior,"•
Clubhouse"
5425,Leeward,Interior,"•
Storage Space"
5426,Leeward,Fitness & Recreation,"•
Fitness Center"
5427,Leeward,Features,"•
High Speed Internet Access"
5428,Leeward,Features,"•
Air Conditioning"
5429,Leeward,Kitchen,"•
Dishwasher"
5430,Leeward,Kitchen,"•
Refrigerator"
5431,Leeward,Security,"•
Package Service"
5432,Leeward,Security,"•
Controlled Access"
5433,Leeward,Security,"•
Property Manager on Site"
5434,Alto Apartments,Unique Features,"•
*In Select Units"
5435,Alto Apartments,Unique Features,"•
Close to Dog Park"
5436,Alto Apartments,Unique Features,"•
Close to Park"
5437,Alto Apartments,Unique Features,"•
Corporate Suites Available"
5438,Alto Apartments,Unique Features,"•
Custom Cabinetry"
5439,Alto Apartments,Unique Features,"•
Energy Efficient Appliances"
5440,Alto Apartments,Unique Features,"•
Gated Garage Parking"
5441,Alto Apartments,Unique Features,"•
Granite Counters"
5442,Alto Apartments,Unique Features,"•
Indoor Lounge"
5443,Alto Apartments,Unique Features,"•
Online Rental Payments"
5444,Alto Apartments,Unique Features,"•
On-Site Management"
5445,Alto Apartments,Unique Features,"•
Organized Closets"
5446,Alto Apartments,Unique Features,"•
parking"
5447,Alto Apartments,Unique Features,"•
Pet Friendly"
5448,Alto Apartments,Unique Features,"•
Recycling Center"
5449,Alto Apartments,Unique Features,"•
Sonos Sound System"
5450,Alto Apartments,Unique Features,"•
Stainless Appliances"
5451,Alto Apartments,Unique Features,"•
Walk-in Closets*"
5452,Alto Apartments,Unique Features,"•
Washers & Dryers in All Units"
5453,Alto Apartments,Unique Features,"•
Wi-Fi Available"
5454,Alto Apartments,Pet Policy,"•
$500 Deposit"
5455,Alto Apartments,Pet Policy,"•
$100 Monthly Pet Rent"
5456,Alto Apartments,Pet Policy,"•
2 Pet Limit"
5457,Alto Apartments,Property Information,"•
Built in 2011"
5458,Alto Apartments,Property Information,"•
185 Units/17 Stories"
5459,Alto Apartments,Lease Length,Variable
5460,Alto Apartments,Fitness & Recreation,"•
Fitness Center"
5461,Alto Apartments,Features,"•
High Speed Internet Access"
5462,Alto Apartments,Features,"•
Smoke Free"
5463,Alto Apartments,Kitchen,"•
Dishwasher"
5464,Alto Apartments,Kitchen,"•
Disposal"
5465,Alto Apartments,Kitchen,"•
Granite Countertops"
5466,Alto Apartments,Kitchen,"•
Stainless Steel Appliances"
5467,Alto Apartments,Kitchen,"•
Kitchen"
5468,Alto Apartments,Kitchen,"•
Oven"
5469,Alto Apartments,Kitchen,"•
Range"
5470,Alto Apartments,Kitchen,"•
Refrigerator"
5471,Alto Apartments,Living Space,"•
Hardwood Floors"
5472,Alto Apartments,Outdoor Space,"•
Balcony"
5473,Alto Apartments,Outdoor Space,"•
Patio"
5474,206 Bell,Unique Features,"•
*In Select Units"
5475,206 Bell,Unique Features,"•
Accepts Credit Card Payments"
5476,206 Bell,Unique Features,"•
Accepts Electronic Payments"
5477,206 Bell,Unique Features,"•
Additional Storage On-Site"
5478,206 Bell,Unique Features,"•
Ample Storage"
5479,206 Bell,Unique Features,"•
Billiards Room"
5480,206 Bell,Unique Features,"•
Breakfast Bar*"
5481,206 Bell,Unique Features,"•
Built-In Microwave"
5482,206 Bell,Unique Features,"•
Cable or Satellite"
5483,206 Bell,Unique Features,"•
City, Mountain & Water Views*"
5484,206 Bell,Unique Features,"•
Covered Sky lounge with big screen TV"
5485,206 Bell,Unique Features,"•
Customized Studio, One & Two Bedroom Floor Plans"
5486,206 Bell,Unique Features,"•
Easy Access to I5, 99, 520 & I90"
5487,206 Bell,Unique Features,"•
Energy Star Appliances"
5488,206 Bell,Unique Features,"•
Floating Hardwood Floors"
5489,206 Bell,Unique Features,"•
Free Bike Storage"
5490,206 Bell,Unique Features,"•
Full Size Washer & Dryer"
5491,206 Bell,Unique Features,"•
Full Size Washer and Dryer"
5492,206 Bell,Unique Features,"•
Gas firepit and grilling area"
5493,206 Bell,Unique Features,"•
Glass Top Range"
5494,206 Bell,Unique Features,"•
Green Community"
5495,206 Bell,Unique Features,"•
Key Fob Entry"
5496,206 Bell,Unique Features,"•
Package Receiving"
5497,206 Bell,Unique Features,"•
Pet Friendly"
5498,206 Bell,Unique Features,"•
Public Transportation"
5499,206 Bell,Unique Features,"•
Quartz Countertops"
5500,206 Bell,Unique Features,"•
Reserved Garage Parking"
5501,206 Bell,Unique Features,"•
Resident Lounge"
5502,206 Bell,Unique Features,"•
Roof Top Terrace with Sweeping City & Puget ..."
5503,206 Bell,Unique Features,"•
Stainless Appliances"
5504,206 Bell,Unique Features,"•
Undermount Sinks"
5505,206 Bell,Unique Features,"•
Valet Dry Cleaning"
5506,206 Bell,Unique Features,"•
Walk-In Closet*"
5507,206 Bell,Unique Features,"•
Wi-Fi Hot Spots"
5508,206 Bell,Pet Policy,"•
$300 Deposit"
5509,206 Bell,Pet Policy,"•
$50 Monthly Pet Rent"
5510,206 Bell,Pet Policy,"•
2 Pet Limit"
5511,206 Bell,Property Information,"•
Built in 2013"
5512,206 Bell,Property Information,"•
123 Units/8 Stories"
5513,206 Bell,Lease Length,"3 months,6 months,7 months,9 months,12 months,13 months"
5514,206 Bell,Services,"•
Pet Care"
5515,206 Bell,Fitness & Recreation,"•
Fitness Center"
5516,206 Bell,Features,"•
High Speed Internet Access"
5517,206 Bell,Features,"•
Washer/Dryer - In Unit"
5518,206 Bell,Features,"•
Air Conditioning"
5519,206 Bell,Features,"•
Smoke Free"
5520,206 Bell,Kitchen,"•
Dishwasher"
5521,206 Bell,Kitchen,"•
Refrigerator"
5522,206 Bell,Living Space,"•
Window Coverings"
5523,206 Bell,Outdoor Space,"•
Balcony"
5524,The Post,Unique Features,"•
Bike Storage"
5525,The Post,Unique Features,"•
Boardroom"
5526,The Post,Unique Features,"•
City & Mountain Views"
5527,The Post,Unique Features,"•
Concrete Ceilings"
5528,The Post,Unique Features,"•
Conference Room"
5529,The Post,Unique Features,"•
Demonstration Kitchen"
5530,The Post,Unique Features,"•
Dog Lounge"
5531,The Post,Unique Features,"•
Expansive Roof Top Deck"
5532,The Post,Unique Features,"•
Game Room"
5533,The Post,Unique Features,"•
Granite Countertops"
5534,The Post,Unique Features,"•
Guest Suite"
5535,The Post,Unique Features,"•
Hardwood Floors"
5536,The Post,Unique Features,"•
Kitchen Island"
5537,The Post,Unique Features,"•
Large Closet"
5538,The Post,Unique Features,"•
Library"
5539,The Post,Unique Features,"•
Library (Rooms)"
5540,The Post,Unique Features,"•
Lounge"
5541,The Post,Unique Features,"•
Media Room"
5542,The Post,Unique Features,"•
Pendant Lighting"
5543,The Post,Unique Features,"•
Pet Lounge with Dog Run"
5544,The Post,Unique Features,"•
Plenty of Storage"
5545,The Post,Unique Features,"•
Reflecting Pool"
5546,The Post,Unique Features,"•
Resident Parking Garage"
5547,The Post,Unique Features,"•
Resident Storage"
5548,The Post,Unique Features,"•
Rooftop BBQ Grills"
5549,The Post,Unique Features,"•
Rooftop Reflecting Pool"
5550,The Post,Unique Features,"•
Theater"
5551,The Post,Unique Features,"•
Yoga Room"
5552,The Post,Unique Features,"•
Yoga Studio"
5553,The Post,Pet Policy,"•
$300 Deposit"
5554,The Post,Pet Policy,"•
$50 Monthly Pet Rent"
5555,The Post,Pet Policy,"•
2 Pet Limit"
5556,The Post,Pet Policy,"•
Must Be Spayed/Neutered"
5557,The Post,Property Information,"•
Built in 2013"
5558,The Post,Property Information,"•
208 Units/16 Stories"
5559,The Post,Lease Length,"2 months,3 months,6 months,7 months,9 months,12 months"
5560,The Post,Services,"•
Maintenance on site"
5561,The Post,Services,"•
Recycling"
5562,The Post,Services,"•
Dry Cleaning Service"
5563,The Post,Services,"•
Car Charging Station"
5564,The Post,Interior,"•
Business Center"
5565,The Post,Interior,"•
Lounge"
5566,The Post,Interior,"•
Storage Space"
5567,The Post,Fitness & Recreation,"•
Fitness Center"
5568,The Post,Fitness & Recreation,"•
Pool"
5569,The Post,Fitness & Recreation,"•
Bike Storage"
5570,The Post,Fitness & Recreation,"•
Gameroom"
5571,The Post,Fitness & Recreation,"•
Media Center/Movie Theatre"
5572,The Post,Features,"•
High Speed Internet Access"
5573,The Post,Features,"•
Washer/Dryer - In Unit"
5574,The Post,Features,"•
Heating"
5575,The Post,Features,"•
Smoke Free"
5576,The Post,Features,"•
Storage Units"
5577,The Post,Features,"•
Tub/Shower"
5578,The Post,Kitchen,"•
Ice Maker"
5579,The Post,Kitchen,"•
Stainless Steel Appliances"
5580,The Post,Kitchen,"•
Island Kitchen"
5581,The Post,Kitchen,"•
Eat-in Kitchen"
5582,The Post,Kitchen,"•
Oven"
5583,The Post,Kitchen,"•
Range"
5584,The Post,Kitchen,"•
Refrigerator"
5585,The Post,Kitchen,"•
Freezer"
5586,The Post,Living Space,"•
Hardwood Floors"
5587,The Post,Living Space,"•
Carpet"
5588,The Post,Living Space,"•
Dining Room"
5589,The Post,Living Space,"•
Views"
5590,The Post,Outdoor Space,"•
Grill"
5591,Summit At Madison Park,Unique Features,"•
Community Lounge"
5592,Summit At Madison Park,Unique Features,"•
Controlled Access"
5593,Summit At Madison Park,Unique Features,"•
Decks or Patios"
5594,Summit At Madison Park,Unique Features,"•
Granite Counters"
5595,Summit At Madison Park,Unique Features,"•
Grocery Store"
5596,Summit At Madison Park,Unique Features,"•
Gym"
5597,Summit At Madison Park,Unique Features,"•
Ice Maker"
5598,Summit At Madison Park,Unique Features,"•
Media Room"
5599,Summit At Madison Park,Unique Features,"•
Parking Garage"
5600,Summit At Madison Park,Unique Features,"•
Public Transportation"
5601,Summit At Madison Park,Unique Features,"•
Roof Deck"
5602,Summit At Madison Park,Unique Features,"•
Storage"
5603,Summit At Madison Park,Unique Features,"•
Tiled Floors"
5604,Summit At Madison Park,Unique Features,"•
Views"
5605,Summit At Madison Park,Unique Features,"•
Washer & Dryer"
5606,Summit At Madison Park,Pet Policy,"•
40 lb Weight Limit"
5607,Summit At Madison Park,Pet Policy,"•
2 Pet Limit"
5608,Summit At Madison Park,Property Information,"•
Built in 2004"
5609,Summit At Madison Park,Property Information,"•
242 Units/6 Stories"
5610,Summit At Madison Park,Lease Length,"3 months,6 months,7 months,9 months,12 months,13 months"
5611,Summit At Madison Park,Services,"•
Community-Wide WiFi"
5612,Summit At Madison Park,Services,"•
Maintenance on site"
5613,Summit At Madison Park,Services,"•
24 Hour Availability"
5614,Summit At Madison Park,Services,"•
Recycling"
5615,Summit At Madison Park,Services,"•
Renters Insurance Program"
5616,Summit At Madison Park,Services,"•
Dry Cleaning Service"
5617,Summit At Madison Park,Services,"•
Online Services"
5618,Summit At Madison Park,Services,"•
Composting"
5619,Summit At Madison Park,Services,"•
Planned Social Activities"
5620,Summit At Madison Park,Services,"•
Pet Play Area"
5621,Summit At Madison Park,Interior,"•
Elevator"
5622,Summit At Madison Park,Interior,"•
Clubhouse"
5623,Summit At Madison Park,Interior,"•
Lounge"
5624,Summit At Madison Park,Interior,"•
Corporate Suites"
5625,Summit At Madison Park,Outdoor Space,"•
Roof Terrace"
5626,Summit At Madison Park,Outdoor Space,"•
Courtyard"
5627,Summit At Madison Park,Outdoor Space,"•
Grill"
5628,Summit At Madison Park,Outdoor Space,"•
Picnic Area"
5629,Summit At Madison Park,Outdoor Space,"•
Balcony"
5630,Summit At Madison Park,Outdoor Space,"•
Deck"
5631,Summit At Madison Park,Outdoor Space,"•
Grill"
5632,Summit At Madison Park,Fitness & Recreation,"•
Fitness Center"
5633,Summit At Madison Park,Fitness & Recreation,"•
Bike Storage"
5634,Summit At Madison Park,Fitness & Recreation,"•
Media Center/Movie Theatre"
5635,Summit At Madison Park,Features,"•
High Speed Internet Access"
5636,Summit At Madison Park,Features,"•
Washer/Dryer - In Unit"
5637,Summit At Madison Park,Features,"•
Heating"
5638,Summit At Madison Park,Features,"•
Smoke Free"
5639,Summit At Madison Park,Features,"•
Cable Ready"
5640,Summit At Madison Park,Features,"•
Storage Units"
5641,Summit At Madison Park,Features,"•
Tub/Shower"
5642,Summit At Madison Park,Features,"•
Fireplace"
5643,Summit At Madison Park,Features,"•
Intercom"
5644,Summit At Madison Park,Features,"•
Sprinkler System"
5645,Summit At Madison Park,Features,"•
Wheelchair Accessible (Rooms)"
5646,Summit At Madison Park,Kitchen,"•
Dishwasher"
5647,Summit At Madison Park,Kitchen,"•
Disposal"
5648,Summit At Madison Park,Kitchen,"•
Ice Maker"
5649,Summit At Madison Park,Kitchen,"•
Granite Countertops"
5650,Summit At Madison Park,Kitchen,"•
Kitchen"
5651,Summit At Madison Park,Kitchen,"•
Microwave"
5652,Summit At Madison Park,Kitchen,"•
Oven"
5653,Summit At Madison Park,Kitchen,"•
Range"
5654,Summit At Madison Park,Kitchen,"•
Refrigerator"
5655,Summit At Madison Park,Kitchen,"•
Freezer"
5656,Summit At Madison Park,Living Space,"•
Carpet"
5657,Summit At Madison Park,Living Space,"•
Tile Floors"
5658,Summit At Madison Park,Living Space,"•
Vinyl Flooring"
5659,Summit At Madison Park,Living Space,"•
Dining Room"
5660,Summit At Madison Park,Living Space,"•
Sunroom"
5661,Summit At Madison Park,Living Space,"•
Views"
5662,Summit At Madison Park,Living Space,"•
Linen Closet"
5663,Summit At Madison Park,Living Space,"•
Double Pane Windows"
5664,Summit At Madison Park,Security,"•
Package Service"
5665,Summit At Madison Park,Security,"•
Controlled Access"
5666,Summit At Madison Park,Security,"•
Property Manager on Site"
5667,The Shelby,Unique Features,"•
24-Hour Fitness Studio"
5668,The Shelby,Unique Features,"•
Bike Storage"
5669,The Shelby,Unique Features,"•
Conference Center with Complimentary Wi-fi"
5670,The Shelby,Unique Features,"•
Controlled Access"
5671,The Shelby,Unique Features,"•
Furnished available"
5672,The Shelby,Unique Features,"•
Pet Friendly (no weight restrictions)"
5673,The Shelby,Unique Features,"•
Reservable Clubhouse With Fully Equipped Kitchen"
5674,The Shelby,Unique Features,"•
Storage Space (s)"
5675,The Shelby,Unique Features,"•
Two Outdoor Patios with BBQs"
5676,The Shelby,Unique Features,"•
Two Outdoor Patios with BBQ's"
5677,The Shelby,Pet Policy,"•
$500 Deposit"
5678,The Shelby,Pet Policy,"•
$100 Monthly Pet Rent"
5679,The Shelby,Pet Policy,"•
2 Pet Limit"
5680,The Shelby,Property Information,"•
Built in 2001"
5681,The Shelby,Property Information,"•
98 Units/6 Stories"
5682,The Shelby,Lease Length,"6 months,7 months,9 months,12 months"
5683,The Shelby,Interior,"•
Clubhouse"
5684,The Shelby,Interior,"•
Storage Space"
5685,The Shelby,Fitness & Recreation,"•
Fitness Center"
5686,East Howe Steps,Unique Features,"•
*In Select Units"
5687,East Howe Steps,Unique Features,"•
24/7 Emergency Maintenance"
5688,East Howe Steps,Unique Features,"•
Bike Ramp"
5689,East Howe Steps,Unique Features,"•
Bike Storage Stalls"
5690,East Howe Steps,Unique Features,"•
Bright White Cabinetry"
5691,East Howe Steps,Unique Features,"•
Ceiling Fan"
5692,East Howe Steps,Unique Features,"•
Charming Eastlake Neighborhood with Community Feel"
5693,East Howe Steps,Unique Features,"•
Controlled Access"
5694,East Howe Steps,Unique Features,"•
Covered Parking"
5695,East Howe Steps,Unique Features,"•
Dry Cleaning Drop Off & Pick Up Service"
5696,East Howe Steps,Unique Features,"•
Fans in All Bedroom & Select Studio Homes"
5697,East Howe Steps,Unique Features,"•
Fiber Optic Wiring Connection"
5698,East Howe Steps,Unique Features,"•
Hardwood Flooring"
5699,East Howe Steps,Unique Features,"•
High Speed Internet Ready"
5700,East Howe Steps,Unique Features,"•
In-Unit Full Size Washer & Dryer"
5701,East Howe Steps,Unique Features,"•
Kayak Rentals"
5702,East Howe Steps,Unique Features,"•
Large Closets in Some Homes"
5703,East Howe Steps,Unique Features,"•
Live/Work Loft Units"
5704,East Howe Steps,Unique Features,"•
Off Property City Dog Park"
5705,East Howe Steps,Unique Features,"•
On Bus Line"
5706,East Howe Steps,Unique Features,"•
Online Rent Payments"
5707,East Howe Steps,Unique Features,"•
Panoramic Lake Views"
5708,East Howe Steps,Unique Features,"•
Pantry"
5709,East Howe Steps,Unique Features,"•
Pantry*"
5710,East Howe Steps,Unique Features,"•
Pet Friendly"
5711,East Howe Steps,Unique Features,"•
Pristine Water Views & Space Needle Views"
5712,East Howe Steps,Unique Features,"•
Private Decks in Some Units"
5713,East Howe Steps,Unique Features,"•
Professional On-site Management"
5714,East Howe Steps,Unique Features,"•
Quick Access to I-5"
5715,East Howe Steps,Unique Features,"•
ShuffleboardPaddle Board Rentals"
5716,East Howe Steps,Unique Features,"•
Stainless Steel Kitchen Appliances"
5717,East Howe Steps,Unique Features,"•
Street Parking Available"
5718,East Howe Steps,Unique Features,"•
Subway Tile Kitchen and Shower Blacksplash"
5719,East Howe Steps,Unique Features,"•
Trendy Restaurants In Your Backyard"
5720,East Howe Steps,Unique Features,"•
USB Ports"
5721,East Howe Steps,Unique Features,"•
Walk-In Closets"
5722,East Howe Steps,Unique Features,"•
Walking distance to shopping and entertainment."
5723,East Howe Steps,Pet Policy,"•
$600 Deposit"
5724,East Howe Steps,Pet Policy,"•
$80 Monthly Pet Rent"
5725,East Howe Steps,Pet Policy,"•
2 Pet Limit"
5726,East Howe Steps,Property Information,"•
Built in 2017"
5727,East Howe Steps,Property Information,"•
95 Units/4 Stories"
5728,East Howe Steps,Property Information,"•
Furnished"
5729,East Howe Steps,Lease Length,"6 months,7 months,9 months,12 months,13 months"
5730,East Howe Steps,Services,"•
Dry Cleaning Service"
5731,East Howe Steps,Outdoor Space,"•
Roof Terrace"
5732,East Howe Steps,Outdoor Space,"•
Courtyard"
5733,East Howe Steps,Outdoor Space,"•
Grill"
5734,East Howe Steps,Outdoor Space,"•
Lake Access"
5735,East Howe Steps,Outdoor Space,"•
Balcony"
5736,East Howe Steps,Outdoor Space,"•
Grill"
5737,East Howe Steps,Features,"•
High Speed Internet Access"
5738,East Howe Steps,Features,"•
Wi-Fi"
5739,East Howe Steps,Features,"•
Washer/Dryer - In Unit"
5740,East Howe Steps,Features,"•
Heating"
5741,East Howe Steps,Features,"•
Ceiling Fans"
5742,East Howe Steps,Features,"•
Smoke Free"
5743,East Howe Steps,Features,"•
Cable Ready"
5744,East Howe Steps,Features,"•
Storage Units"
5745,East Howe Steps,Features,"•
Tub/Shower"
5746,East Howe Steps,Kitchen,"•
Dishwasher"
5747,East Howe Steps,Kitchen,"•
Disposal"
5748,East Howe Steps,Kitchen,"•
Stainless Steel Appliances"
5749,East Howe Steps,Kitchen,"•
Microwave"
5750,East Howe Steps,Kitchen,"•
Range"
5751,East Howe Steps,Kitchen,"•
Refrigerator"
5752,East Howe Steps,Living Space,"•
Hardwood Floors"
5753,East Howe Steps,Living Space,"•
Walk-In Closets"
5754,East Howe Steps,Living Space,"•
Furnished"
5755,East Howe Steps,Living Space,"•
Window Coverings"
5756,East Howe Steps,Security,"•
Controlled Access"
5757,Element 42,Unique Features,"•
24-Hour Emergency Maintenance"
5758,Element 42,Unique Features,"•
Balconies In Select Homes"
5759,Element 42,Unique Features,"•
Controlled Access Entry"
5760,Element 42,Unique Features,"•
Dark Walnut Cabinetry"
5761,Element 42,Unique Features,"•
Designer Red Tile Backsplash in Kitchen"
5762,Element 42,Unique Features,"•
Free Wi-Fi in Designated Areas"
5763,Element 42,Unique Features,"•
GE Stainless Appliances"
5764,Element 42,Unique Features,"•
Hardwood Floors"
5765,Element 42,Unique Features,"•
Kohler Kitchen Sink"
5766,Element 42,Unique Features,"•
Pet Friendly"
5767,Element 42,Unique Features,"•
Professionally Managed"
5768,Element 42,Unique Features,"•
Quartz Kitchen Counter"
5769,Element 42,Unique Features,"•
Resident Lounge"
5770,Element 42,Unique Features,"•
Rooftop Deck Overlooks Elliott Bay & Space Needle"
5771,Element 42,Unique Features,"•
Spacious Fitness Studio"
5772,Element 42,Unique Features,"•
Washer and Dryer"
5773,Element 42,Unique Features,"•
Wood Entry Door"
5774,Element 42,Pet Policy,"•
$250 Fee"
5775,Element 42,Pet Policy,"•
2 Pet Limit"
5776,Element 42,Property Information,"•
Built in 2012"
5777,Element 42,Property Information,"•
81 Units/4 Stories"
5778,Element 42,Lease Length,None
5779,Element 42,Services,"•
Laundry Facilities"
5780,Element 42,Services,"•
Maintenance on site"
5781,Element 42,Interior,"•
Elevator"
5782,Element 42,Interior,"•
Storage Space"
5783,Element 42,Outdoor Space,"•
Sundeck"
5784,Element 42,Outdoor Space,"•
Balcony"
5785,Element 42,Outdoor Space,"•
Patio"
5786,Element 42,Fitness & Recreation,"•
Fitness Center"
5787,Element 42,Features,"•
High Speed Internet Access"
5788,Element 42,Features,"•
Washer/Dryer - In Unit"
5789,Element 42,Features,"•
Air Conditioning"
5790,Element 42,Features,"•
Cable Ready"
5791,Element 42,Kitchen,"•
Dishwasher"
5792,Element 42,Kitchen,"•
Disposal"
5793,Element 42,Kitchen,"•
Microwave"
5794,Element 42,Kitchen,"•
Refrigerator"
5795,Element 42,Living Space,"•
Walk-In Closets"
5796,Element 42,Living Space,"•
Window Coverings"
5797,Element 42,Security,"•
Package Service"
5798,Element 42,Security,"•
Controlled Access"
5799,Element 42,Security,"•
Property Manager on Site"
5800,Excelsior,Unique Features,"•
After Hours Package Delivery"
5801,Excelsior,Unique Features,"•
After Hours Patrol Service"
5802,Excelsior,Unique Features,"•
Bike Storage"
5803,Excelsior,Unique Features,"•
Conference Room"
5804,Excelsior,Unique Features,"•
Dog Wash Room"
5805,Excelsior,Unique Features,"•
Dry Cleaning Services"
5806,Excelsior,Unique Features,"•
Game Lounge Coming Soon"
5807,Excelsior,Unique Features,"•
Onsite Retail"
5808,Excelsior,Unique Features,"•
On-Street Parking"
5809,Excelsior,Unique Features,"•
Sky Lounge and Roof Deck"
5810,Excelsior,Unique Features,"•
Two Story Fitness Center"
5811,Excelsior,Unique Features,"•
Underground Parking Garage"
5812,Excelsior,Pet Policy,"•
2 Pet Limit"
5813,Excelsior,Property Information,"•
Built in 2017"
5814,Excelsior,Property Information,"•
211 Units/9 Stories"
5815,Excelsior,Lease Length,None
5816,Excelsior,Services,"•
Community-Wide WiFi"
5817,Excelsior,Services,"•
Maintenance on site"
5818,Excelsior,Services,"•
24 Hour Availability"
5819,Excelsior,Services,"•
On-Site Retail"
5820,Excelsior,Services,"•
Recycling"
5821,Excelsior,Services,"•
Renters Insurance Program"
5822,Excelsior,Services,"•
Dry Cleaning Service"
5823,Excelsior,Services,"•
Laundry Service"
5824,Excelsior,Services,"•
Online Services"
5825,Excelsior,Services,"•
Planned Social Activities"
5826,Excelsior,Services,"•
Pet Care"
5827,Excelsior,Services,"•
Pet Play Area"
5828,Excelsior,Services,"•
Pet Washing Station"
5829,Excelsior,Interior,"•
Elevator"
5830,Excelsior,Interior,"•
Clubhouse"
5831,Excelsior,Interior,"•
Lounge"
5832,Excelsior,Interior,"•
Multi Use Room"
5833,Excelsior,Interior,"•
Storage Space"
5834,Excelsior,Interior,"•
Disposal Chutes"
5835,Excelsior,Interior,"•
Conference Room"
5836,Excelsior,Outdoor Space,"•
Roof Terrace"
5837,Excelsior,Outdoor Space,"•
Courtyard"
5838,Excelsior,Outdoor Space,"•
Grill"
5839,Excelsior,Outdoor Space,"•
Balcony"
5840,Excelsior,Outdoor Space,"•
Patio"
5841,Excelsior,Outdoor Space,"•
Deck"
5842,Excelsior,Outdoor Space,"•
Grill"
5843,Excelsior,Outdoor Space,"•
Garden"
5844,Excelsior,Fitness & Recreation,"•
Fitness Center"
5845,Excelsior,Fitness & Recreation,"•
Bike Storage"
5846,Excelsior,Features,"•
High Speed Internet Access"
5847,Excelsior,Features,"•
Washer/Dryer - In Unit"
5848,Excelsior,Features,"•
Heating"
5849,Excelsior,Features,"•
Smoke Free"
5850,Excelsior,Features,"•
Cable Ready"
5851,Excelsior,Features,"•
Trash Compactor"
5852,Excelsior,Features,"•
Storage Units"
5853,Excelsior,Features,"•
Tub/Shower"
5854,Excelsior,Features,"•
Sprinkler System"
5855,Excelsior,Features,"•
Wheelchair Accessible (Rooms)"
5856,Excelsior,Kitchen,"•
Dishwasher"
5857,Excelsior,Kitchen,"•
Disposal"
5858,Excelsior,Kitchen,"•
Stainless Steel Appliances"
5859,Excelsior,Kitchen,"•
Pantry"
5860,Excelsior,Kitchen,"•
Island Kitchen"
5861,Excelsior,Kitchen,"•
Eat-in Kitchen"
5862,Excelsior,Kitchen,"•
Microwave"
5863,Excelsior,Kitchen,"•
Oven"
5864,Excelsior,Kitchen,"•
Range"
5865,Excelsior,Kitchen,"•
Refrigerator"
5866,Excelsior,Kitchen,"•
Freezer"
5867,Excelsior,Kitchen,"•
Breakfast Nook"
5868,Excelsior,Kitchen,"•
Instant Hot Water"
